dt,Цена на арматуру,Индекс стоимости грузоперевозок,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",year,month,day,quarter
2015-12-28,21300.0,1000.0,4375.0,172.0,9337.0,8134.0,9116.0,40.0,285.5,4200.0,52.5,168.0,158.0,183.0,173.0,3450.0,7638.0,37.5,4750.0,9000.0,8064.0,4650.0,180.0,1155.0,1925.0,11000.0,76.0,2825.0,249.5,8934.0,5000.0,186.0,4335.0,3800.0,312.0,297.5,2826.0,1884.0,1115.0,22.0,64.0,101.0,77.0,125.5,2015,12,28,4
2016-01-04,21300.0,1000.0,4375.0,172.0,9332.0,8077.0,9095.0,42.0,285.5,4200.0,54.5,168.0,160.0,183.0,173.0,3450.0,7554.0,39.5,4750.0,9000.0,8067.0,4650.0,180.0,1155.0,1925.0,11000.0,76.0,2825.0,249.5,8973.0,5000.0,189.0,4335.0,3800.0,312.0,297.5,2826.0,1884.0,1115.0,22.0,64.0,101.0,77.0,125.5,2016,1,4,1
2016-01-11,21300.0,1000.0,4325.0,173.0,9428.0,8058.0,9221.0,42.0,285.5,4200.0,54.5,174.0,160.0,183.0,173.0,3450.0,7439.0,39.5,4700.0,9000.0,7826.0,4650.0,185.0,1155.0,1650.0,11000.0,77.0,2525.0,249.5,8963.0,5000.0,188.0,4335.0,3800.0,312.0,297.5,2826.0,1884.0,1115.0,22.0,64.0,101.0,77.0,125.5,2016,1,11,1
2016-01-18,21200.0,1000.0,4325.0,173.0,9240.0,8387.0,9089.0,40.0,285.5,4200.0,53.5,175.0,159.0,183.0,173.0,3450.0,7538.0,38.5,4700.0,9000.0,8090.0,4650.0,190.0,1130.0,1650.0,11000.0,77.0,2525.0,249.5,8981.0,5000.0,186.0,4322.0,3800.0,312.0,297.5,2826.0,1884.0,1115.0,22.0,64.0,101.0,77.0,125.5,2016,1,18,1
2016-01-25,21000.0,1000.0,4325.0,172.0,9272.0,8361.0,9126.0,42.0,285.5,4200.0,54.0,174.0,156.0,183.0,174.0,3450.0,7649.0,39.0,4700.0,9000.0,8176.0,4650.0,190.0,1130.0,1650.0,11000.0,75.0,2525.0,249.5,9023.0,5000.0,181.0,4322.0,3800.0,312.0,297.5,2826.0,1884.0,1115.0,22.0,64.0,101.0,77.0,125.5,2016,1,25,1
2016-02-01,21000.0,1000.0,4325.0,165.0,9339.0,8860.0,9231.0,42.0,285.5,4200.0,54.0,168.0,153.0,183.0,177.0,3450.0,7650.0,39.0,4700.0,9000.0,8247.0,4650.0,190.0,1130.0,1650.0,11000.0,75.0,2525.0,249.5,9067.0,5000.0,177.0,4322.0,3800.0,312.0,297.5,2456.0,1751.0,1134.0,22.0,64.0,101.0,77.0,125.5,2016,2,1,1
2016-02-08,21000.0,1000.0,4325.0,165.0,9249.0,9094.0,9428.0,44.0,285.5,4200.0,48.5,167.0,150.0,181.0,177.0,3450.0,7916.0,35.5,4700.0,8650.0,8366.0,4650.0,185.0,1130.0,1725.0,11700.0,74.0,2525.0,249.5,9011.0,5000.0,176.0,4322.0,3800.0,312.0,297.5,2456.0,1751.0,1134.0,22.0,64.0,101.0,77.0,125.5,2016,2,8,1
2016-02-15,21200.0,1000.0,4325.0,164.0,9442.0,9094.0,9540.0,44.0,285.5,4200.0,48.5,168.0,148.0,185.0,176.0,3450.0,8037.0,35.5,4700.0,8650.0,8502.0,4650.0,185.0,1130.0,1725.0,11700.0,73.0,2525.0,249.5,9224.0,5000.0,175.0,4322.0,3800.0,312.0,297.5,2456.0,1751.0,1134.0,22.0,64.0,101.0,77.0,125.5,2016,2,15,1
2016-02-22,21800.0,1000.0,4325.0,166.0,9335.0,9177.0,9664.0,47.0,285.5,4200.0,50.0,170.0,150.0,187.0,177.0,3450.0,8163.0,38.0,4700.0,8650.0,8603.0,4650.0,187.0,1130.0,1725.0,11700.0,74.0,2525.0,249.5,9232.0,5000.0,175.0,4322.0,3800.0,312.0,297.5,2456.0,1751.0,1134.0,22.0,64.0,101.0,77.0,125.5,2016,2,22,1
2016-02-29,22450.0,1000.0,4325.0,177.0,9408.0,8899.0,9745.0,50.0,285.5,4200.0,53.0,182.0,160.0,188.0,177.0,3450.0,8007.0,40.0,4700.0,8650.0,8729.0,4650.0,189.0,1130.0,1725.0,11700.0,76.0,2525.0,249.5,9276.0,5000.0,188.0,4322.0,3800.0,312.0,297.5,2596.0,1828.0,1077.0,21.0,64.0,101.0,77.0,125.5,2016,2,29,1
2016-03-07,23300.0,1000.0,4325.0,189.0,9437.0,9266.0,9724.0,51.0,285.5,4200.0,57.5,190.0,169.0,192.0,182.0,3450.0,7993.0,44.5,4700.0,8650.0,8760.0,4650.0,210.0,1130.0,1875.0,12300.0,79.0,2850.0,249.5,9373.0,5000.0,195.0,4322.0,3800.0,312.0,297.5,2596.0,1828.0,1077.0,21.0,64.0,101.0,77.0,125.5,2016,3,7,1
2016-03-14,23800.0,1000.0,4325.0,203.0,9887.0,8946.0,9729.0,60.0,285.5,4200.0,61.0,206.0,186.0,193.0,200.0,3450.0,8604.0,48.0,4700.0,8650.0,9023.0,4650.0,210.0,1130.0,1875.0,12300.0,79.0,2850.0,249.5,9501.0,5000.0,208.0,4322.0,3800.0,312.0,297.5,2596.0,1828.0,1077.0,21.0,64.0,101.0,77.0,125.5,2016,3,14,1
2016-03-21,25500.0,1000.0,4325.0,214.0,9933.0,8800.0,10195.0,55.0,285.5,4200.0,60.0,215.0,191.0,190.0,210.0,3450.0,8865.0,47.0,4700.0,8650.0,9462.0,4650.0,240.0,1130.0,1875.0,12300.0,80.0,2850.0,249.5,9711.0,5000.0,220.0,4322.0,3800.0,312.0,297.5,2596.0,1828.0,1077.0,21.0,64.0,101.0,77.0,125.5,2016,3,21,1
2016-03-28,26700.0,1000.0,4325.0,217.0,9990.0,8900.0,10444.0,57.0,285.5,4200.0,61.0,217.0,200.0,214.0,228.0,3450.0,8942.0,48.0,4700.0,8650.0,9745.0,4650.0,250.0,1130.0,1875.0,12300.0,80.0,2850.0,249.5,9836.0,5000.0,227.0,4322.0,3800.0,312.0,297.5,2818.0,2001.0,1074.0,21.0,64.0,101.0,77.0,125.5,2016,3,28,1
2016-04-04,29900.0,1000.0,4325.0,225.0,9901.0,8700.0,10595.0,54.0,285.5,4200.0,63.0,229.0,208.0,236.0,238.0,3450.0,9096.0,47.0,4700.0,8650.0,9847.0,4650.0,250.0,1130.0,1875.0,12300.0,82.0,2850.0,249.5,9847.0,5000.0,232.0,4322.0,3800.0,312.0,297.5,2818.0,2001.0,1074.0,21.0,64.0,101.0,77.0,125.5,2016,4,4,2
2016-04-11,29950.0,1000.0,4575.0,240.0,10292.0,9006.0,10673.0,54.0,285.5,4400.0,63.0,244.0,223.0,241.0,243.0,3550.0,9097.0,47.0,5150.0,8850.0,9857.0,5075.0,260.0,1250.0,2275.0,14200.0,86.0,3325.0,249.5,10284.0,5400.0,258.0,4642.0,4100.0,312.0,297.5,2818.0,2001.0,1074.0,21.0,64.0,101.0,77.0,125.5,2016,4,11,2
2016-04-18,31500.0,1000.0,4575.0,257.0,10153.0,8701.0,10732.0,59.0,285.5,4400.0,66.5,261.0,242.0,244.0,248.0,3550.0,9268.0,49.5,5150.0,8850.0,9924.0,5075.0,275.0,1250.0,2275.0,14200.0,90.0,3325.0,249.5,10461.0,5400.0,268.0,4642.0,4100.0,312.0,297.5,2818.0,2001.0,1074.0,21.0,64.0,101.0,77.0,125.5,2016,4,18,2
2016-04-25,31900.0,1000.0,4575.0,274.0,10120.0,8760.0,11019.0,65.0,285.5,4400.0,69.5,277.0,255.0,251.0,268.0,3550.0,9717.0,52.5,5150.0,8850.0,10402.0,5075.0,295.0,1250.0,2275.0,14200.0,94.0,3325.0,249.5,10579.0,5400.0,293.0,4642.0,4100.0,312.0,297.5,2818.0,2001.0,1074.0,21.0,64.0,101.0,77.0,125.5,2016,4,25,2
2016-05-02,40300.0,1000.0,4575.0,289.0,10471.0,8734.0,11567.0,64.0,285.5,4400.0,69.0,289.0,271.0,288.0,275.0,3550.0,10325.0,52.0,5150.0,8850.0,10849.0,5075.0,325.0,1250.0,2275.0,14200.0,97.0,3325.0,249.5,10763.0,5400.0,309.0,4642.0,4100.0,312.0,297.5,3506.0,2304.0,1119.0,22.0,64.0,101.0,77.0,125.5,2016,5,2,2
2016-05-09,43500.0,1000.0,4575.0,309.0,11395.0,8788.0,11860.0,60.0,285.5,4400.0,67.5,315.0,288.0,295.0,305.0,3550.0,10585.0,51.0,5150.0,8850.0,11034.0,5075.0,325.0,1250.0,2250.0,19500.0,96.0,3275.0,249.5,10978.0,5400.0,327.0,4642.0,4100.0,312.0,297.5,3506.0,2304.0,1119.0,22.0,64.0,101.0,77.0,125.5,2016,5,9,2
2016-05-16,43350.0,1000.0,4575.0,299.0,12611.0,10887.0,12128.0,55.0,285.5,4400.0,65.0,306.0,271.0,295.0,285.0,3550.0,10986.0,48.5,5150.0,8850.0,11282.0,5075.0,315.0,1250.0,2250.0,19500.0,94.0,3275.0,249.5,11980.0,5400.0,299.0,4642.0,4100.0,312.0,297.5,3506.0,2304.0,1119.0,22.0,64.0,101.0,77.0,125.5,2016,5,16,2
2016-05-23,42950.0,1000.0,4575.0,289.0,12380.0,10862.0,12196.0,55.0,285.5,4400.0,65.0,302.0,254.0,295.0,270.0,3550.0,11022.0,48.5,5150.0,8850.0,11403.0,5075.0,285.0,1250.0,2250.0,19500.0,91.0,3275.0,249.5,12248.0,5400.0,296.0,4642.0,4100.0,312.0,297.5,3506.0,2304.0,1119.0,22.0,64.0,101.0,77.0,125.5,2016,5,23,2
2016-05-30,42000.0,1000.0,4575.0,274.0,12420.0,10793.0,12443.0,51.0,285.5,4400.0,60.0,288.0,199.0,292.0,250.0,3550.0,11457.0,46.5,5150.0,8850.0,11810.0,5075.0,280.0,1250.0,2250.0,19500.0,86.0,3275.0,249.5,12613.0,5400.0,275.0,4642.0,4100.0,312.0,297.5,3434.0,2284.0,1149.0,22.0,64.0,101.0,77.0,125.5,2016,5,30,2
2016-06-06,38300.0,1000.0,4575.0,251.0,12587.0,11245.0,12890.0,51.0,285.5,4400.0,60.0,254.0,195.0,290.0,230.0,3550.0,11276.0,46.5,5150.0,8875.0,11984.0,5075.0,265.0,1250.0,2375.0,17750.0,87.0,3350.0,249.5,12801.0,5400.0,255.0,4642.0,4100.0,312.0,297.5,3434.0,2284.0,1149.0,22.0,64.0,101.0,77.0,125.5,2016,6,6,2
2016-06-13,37500.0,1000.0,4575.0,216.0,12587.0,11222.0,12802.0,52.0,285.5,4400.0,68.5,217.0,198.0,286.0,225.0,3550.0,11296.0,50.5,5150.0,8875.0,11884.0,5075.0,245.0,1250.0,2375.0,17750.0,90.0,3350.0,249.5,12570.0,5400.0,232.0,4642.0,4100.0,312.0,297.5,3434.0,2284.0,1149.0,22.0,64.0,101.0,77.0,125.5,2016,6,13,2
2016-06-20,36800.0,1000.0,4575.0,211.0,12827.0,11117.0,12540.0,51.0,285.5,4400.0,68.0,215.0,193.0,288.0,233.0,3550.0,11213.0,50.0,5150.0,8875.0,11643.0,5075.0,250.0,1250.0,2375.0,17750.0,91.0,3350.0,249.5,12311.0,5400.0,228.0,4642.0,4100.0,312.0,297.5,3434.0,2284.0,1149.0,22.0,64.0,101.0,77.0,125.5,2016,6,20,2
2016-06-27,35400.0,1000.0,4575.0,211.0,12750.0,11051.0,12171.0,51.0,285.5,4400.0,68.0,222.0,194.0,288.0,233.0,3550.0,11015.0,50.0,5150.0,8875.0,11323.0,5075.0,250.0,1250.0,2375.0,17750.0,91.0,3350.0,249.5,12160.0,5400.0,221.0,4642.0,4100.0,312.0,297.5,3541.0,2373.0,1157.0,22.0,64.0,101.0,77.0,125.5,2016,6,27,2
2016-07-04,34400.0,1000.0,4575.0,203.0,12157.0,9292.0,12045.0,54.0,285.5,4400.0,69.0,207.0,193.0,253.0,233.0,3550.0,10216.0,51.5,5150.0,8875.0,10824.0,5075.0,240.0,1250.0,2375.0,17750.0,91.0,3350.0,249.5,11178.0,5400.0,217.0,4642.0,4100.0,312.0,297.5,3541.0,2373.0,1157.0,22.0,64.0,101.0,77.0,125.5,2016,7,4,3
2016-07-11,33400.0,1000.0,4575.0,202.0,11872.0,9427.0,11352.0,56.0,285.5,4400.0,62.5,203.0,185.0,245.0,226.0,3550.0,9895.0,45.0,5150.0,9025.0,10444.0,5075.0,245.0,1250.0,2025.0,15900.0,92.0,3075.0,249.5,11159.0,5400.0,212.0,4622.0,3900.0,312.0,297.5,3541.0,2373.0,1157.0,22.0,64.0,101.0,77.0,125.5,2016,7,11,3
2016-07-18,32500.0,1000.0,4575.0,202.0,11488.0,9273.0,11350.0,58.0,285.5,4400.0,63.5,204.0,187.0,250.0,226.0,3550.0,9705.0,46.0,5150.0,9025.0,10419.0,5075.0,245.0,1250.0,2025.0,15900.0,96.0,3075.0,249.5,11023.0,5400.0,218.0,4622.0,3900.0,312.0,297.5,3541.0,2373.0,1157.0,22.0,64.0,101.0,77.0,125.5,2016,7,18,3
2016-07-25,32000.0,1000.0,4575.0,210.0,11392.0,9242.0,11269.0,56.0,285.5,4400.0,62.5,208.0,200.0,250.0,226.0,3550.0,9524.0,45.0,5150.0,9025.0,10193.0,5075.0,250.0,1250.0,2025.0,15900.0,97.0,3075.0,249.5,11030.0,5400.0,225.0,4622.0,3900.0,312.0,297.5,3541.0,2373.0,1157.0,22.0,64.0,101.0,77.0,125.5,2016,7,25,3
2016-08-01,31000.0,1000.0,4575.0,213.0,11309.0,9162.0,11248.0,59.0,285.5,4400.0,63.5,217.0,201.0,248.0,226.0,3550.0,9532.0,46.5,5150.0,9025.0,10197.0,5075.0,250.0,1250.0,2025.0,15900.0,100.0,3075.0,249.5,10479.0,5400.0,229.0,4622.0,3900.0,312.0,297.5,2930.0,1987.0,1146.0,23.0,64.0,101.0,77.0,125.5,2016,8,1,3
2016-08-08,30200.0,1000.0,4575.0,212.0,11239.0,9446.0,11230.0,60.0,285.5,4400.0,69.0,217.0,201.0,250.0,228.0,3550.0,9593.0,52.5,5150.0,9225.0,10411.0,5075.0,245.0,1235.0,2050.0,14750.0,103.0,3225.0,249.5,10607.0,5400.0,229.0,4630.0,3975.0,312.0,297.5,2930.0,1987.0,1146.0,23.0,64.0,101.0,77.0,125.5,2016,8,8,3
2016-08-15,29200.0,1000.0,4575.0,213.0,11354.0,9424.0,11421.0,61.0,285.5,4400.0,69.5,217.0,197.0,245.0,228.0,3550.0,9971.0,53.0,5150.0,9225.0,10515.0,5075.0,250.0,1235.0,2050.0,14750.0,106.0,3225.0,249.5,10802.0,5400.0,228.0,4630.0,3975.0,312.0,297.5,2930.0,1987.0,1146.0,23.0,64.0,101.0,77.0,125.5,2016,8,15,3
2016-08-22,28850.0,1000.0,4575.0,208.0,11519.0,9446.0,11509.0,61.0,285.5,4400.0,69.5,217.0,200.0,245.0,225.0,3550.0,10190.0,53.0,5150.0,9225.0,10607.0,5075.0,255.0,1235.0,2050.0,14750.0,114.0,3225.0,249.5,10858.0,5400.0,224.0,4630.0,3975.0,312.0,297.5,2930.0,1987.0,1146.0,23.0,64.0,101.0,77.0,125.5,2016,8,22,3
2016-08-29,28700.0,1000.0,4575.0,216.0,11484.0,10509.0,11664.0,61.0,285.5,4400.0,69.5,217.0,195.0,250.0,225.0,3550.0,10287.0,53.0,5150.0,9225.0,10750.0,5075.0,255.0,1235.0,2050.0,14750.0,124.0,3225.0,249.5,11265.0,5400.0,225.0,4630.0,3975.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,2016,8,29,3
2016-09-05,28500.0,1000.0,4575.0,210.0,11336.0,10694.0,11876.0,59.0,285.5,4400.0,70.0,217.0,196.0,250.0,226.0,3550.0,10344.0,53.0,5150.0,9525.0,11036.0,5075.0,255.0,1235.0,2350.0,14750.0,139.0,3525.0,249.5,11689.0,5400.0,225.0,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,2016,9,5,3
2016-09-12,30000.0,1000.0,4575.0,209.0,11512.0,10918.0,12191.0,59.0,285.5,4400.0,70.0,217.0,191.0,250.0,225.0,3550.0,10542.0,53.0,5150.0,9525.0,11352.0,5075.0,255.0,1235.0,2350.0,14750.0,166.0,3525.0,249.5,12011.0,5400.0,223.0,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,2016,9,12,3
2016-09-19,32000.0,1000.0,4575.0,208.0,11489.0,11193.0,12420.0,56.0,285.5,4400.0,68.0,212.0,188.0,248.0,236.0,3550.0,10720.0,51.0,5150.0,9525.0,11495.0,5075.0,245.0,1235.0,2350.0,14750.0,199.0,3525.0,249.5,12257.0,5400.0,218.0,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,2016,9,19,3
2016-09-26,32500.0,1000.0,4575.0,204.0,11403.0,11153.0,12568.0,56.0,285.5,4400.0,68.0,209.0,188.0,248.0,230.0,3550.0,10937.0,51.0,5150.0,9525.0,11623.0,5075.0,250.0,1235.0,2350.0,14750.0,206.0,3525.0,249.5,12321.0,5400.0,210.0,4637.0,4050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,2016,9,26,3
2016-10-03,33300.0,1000.0,4575.0,196.0,11612.0,11111.0,12591.0,56.0,285.5,4400.0,69.0,196.0,181.0,248.0,223.0,3550.0,11062.0,51.0,5150.0,9525.0,11721.0,5075.0,243.0,1235.0,2350.0,14750.0,209.0,3525.0,249.5,12279.0,5400.0,210.0,4637.0,4050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,2016,10,3,4
2016-10-10,34300.0,1000.0,7100.0,201.0,12954.0,11304.0,13005.0,55.0,285.5,6450.0,70.0,203.0,186.0,243.0,223.0,5850.0,11807.0,53.0,8150.0,12900.0,12201.0,7700.0,235.0,1135.0,2375.0,13400.0,211.0,3435.0,249.5,13247.0,8100.0,215.0,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,2016,10,10,4
2016-10-17,33700.0,1000.0,7100.0,206.0,12869.0,11273.0,13017.0,57.0,285.5,6450.0,71.5,208.0,194.0,243.0,223.0,5850.0,11839.0,54.0,8150.0,12900.0,12182.0,7700.0,240.0,1135.0,2375.0,13400.0,222.0,3435.0,249.5,13132.0,8100.0,220.0,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,2016,10,17,4
2016-10-24,32200.0,1000.0,7100.0,213.0,12672.0,11552.0,12976.0,59.0,285.5,6450.0,73.5,217.0,208.0,235.0,228.0,5850.0,11878.0,55.0,8150.0,12900.0,12203.0,7700.0,250.0,1135.0,2375.0,13400.0,239.0,3435.0,249.5,13125.0,8100.0,228.0,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,2016,10,24,4
2016-10-31,30400.0,1000.0,7100.0,221.0,12716.0,11786.0,12682.0,62.0,285.5,6450.0,74.5,221.0,206.0,235.0,228.0,5850.0,11589.0,55.5,8150.0,12900.0,11917.0,7700.0,270.0,1135.0,2375.0,13400.0,250.0,3435.0,249.5,12621.0,8100.0,235.0,7156.0,6050.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,2016,10,31,4
2016-11-07,30200.0,1000.0,7100.0,237.0,12660.0,11792.0,12548.0,65.0,285.5,6450.0,76.5,240.0,213.0,249.0,233.0,5850.0,11729.0,57.5,8150.0,12900.0,11819.0,8700.0,290.0,1135.0,2425.0,13900.0,265.0,3300.0,249.5,12713.0,8450.0,253.0,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,2016,11,7,4
2016-11-14,29800.0,1000.0,7100.0,252.0,12564.0,11584.0,12483.0,72.0,285.5,6450.0,77.5,255.0,236.0,249.0,260.0,5850.0,11742.0,59.5,8150.0,12900.0,11800.0,8700.0,315.0,1135.0,2425.0,13900.0,302.0,3300.0,249.5,12866.0,8450.0,269.0,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,2016,11,14,4
2016-11-21,33500.0,1000.0,7100.0,255.0,12917.0,11719.0,12729.0,74.0,285.5,6450.0,78.5,262.0,240.0,278.0,273.0,5850.0,11858.0,60.5,8150.0,12900.0,12108.0,8700.0,325.0,1135.0,2425.0,13900.0,306.0,3300.0,249.5,12932.0,8450.0,272.0,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,2016,11,21,4
2016-11-28,33500.0,1000.0,7100.0,250.0,13434.0,11561.0,13377.0,76.0,285.5,6450.0,79.5,261.0,236.0,278.0,273.0,5850.0,12196.0,61.5,8150.0,12900.0,12556.0,8700.0,320.0,1135.0,2425.0,13900.0,304.0,3300.0,249.5,13254.0,8450.0,270.0,7522.0,6625.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,2016,11,28,4
2016-12-05,33500.0,1000.0,7100.0,248.0,13500.0,11894.0,13950.0,77.0,285.5,6450.0,83.0,259.0,233.0,275.0,271.0,5850.0,12873.0,67.0,8150.0,12900.0,13021.0,8700.0,315.0,1135.0,3175.0,16800.0,301.0,4600.0,249.5,13702.0,8700.0,268.0,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,2016,12,5,4
2016-12-12,33500.0,1000.0,7100.0,245.0,14417.0,12144.0,14492.0,81.0,285.5,6450.0,87.0,259.0,230.0,275.0,270.0,5850.0,13335.0,70.0,8150.0,13100.0,13600.0,8700.0,310.0,1135.0,3175.0,16800.0,289.0,4600.0,249.5,14300.0,8700.0,267.0,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,2016,12,12,4
2016-12-19,33000.0,1000.0,7100.0,251.0,15094.0,13327.0,15385.0,82.0,285.5,6450.0,88.0,270.0,255.0,300.0,285.0,5850.0,14171.0,70.5,8150.0,13100.0,14403.0,8700.0,315.0,1135.0,3175.0,16800.0,254.0,4600.0,249.5,14942.0,8700.0,279.0,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,2016,12,19,4
2016-12-26,32500.0,1000.0,7100.0,259.0,15561.0,13377.0,15869.0,80.0,285.5,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14354.0,69.5,8150.0,13100.0,14969.0,8700.0,310.0,1135.0,3175.0,16800.0,245.0,4600.0,249.5,15269.0,8700.0,292.0,7552.0,6650.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,2016,12,26,4
2017-01-02,33750.0,1000.0,7100.0,259.0,16085.0,13393.0,15878.0,80.0,285.5,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14467.0,69.5,8150.0,13100.0,15046.0,8700.0,310.0,1135.0,3175.0,16800.0,228.0,4600.0,249.5,15323.0,8700.0,292.0,7552.0,6650.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,2017,1,2,1
2017-01-09,33750.0,1000.0,7375.0,259.0,15579.0,13553.0,15705.0,78.0,285.5,6450.0,104.0,283.0,263.0,300.0,285.0,6300.0,14420.0,83.0,10650.0,13725.0,15038.0,11750.0,310.0,1360.0,3975.0,20850.0,210.0,5200.0,249.5,15322.0,10700.0,292.0,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,2017,1,9,1
2017-01-16,33750.0,1000.0,7375.0,256.0,16093.0,13449.0,15861.0,80.0,285.5,6450.0,104.0,280.0,260.0,300.0,281.0,6300.0,14583.0,84.0,10650.0,13725.0,15072.0,11750.0,310.0,1360.0,3975.0,20850.0,188.0,5200.0,249.5,15312.0,10700.0,288.0,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,2017,1,16,1
2017-01-23,33750.0,1000.0,7375.0,249.0,15659.0,13468.0,15838.0,82.0,285.5,6450.0,104.5,275.0,253.0,300.0,277.0,6300.0,14478.0,84.5,10650.0,13725.0,14887.0,11750.0,315.0,1360.0,3975.0,20850.0,176.0,5200.0,249.5,15315.0,10700.0,280.0,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,2017,1,23,1
